Database of Agriculture from Mediterranean-Basin and Europe (DAME);;;;;;;;;;;;
Decision-Making Table;;;;;;;;;;;;
Country;Administrative Level;Source Crop;Decision;Std Crop;Crop Subgroup;Crop Group;Area Type;Unit transformation;Source Units;Yield Data Availability;Production Data Availability;Source Data
Tunisia;3;أعلاف;Drop;;;;Sown Area;Original;hectares;no;no;128
Tunisia;3;زراعات أخرى;Drop;;;;Sown Area;Original;hectares;no;no;128
Tunisia;3;أشجار مثمرة بعلي;Drop;;;;Sown Area;Original;hectares;no;no;128
Tunisia;3;أشجار مثمرة سقوي;Drop;;;;Sown Area;Original;hectares;no;no;128
Tunisia;3;زياتين;Overwritten;olive groves;;;Sown Area;Original;hectares;no;no;128
Tunisia;3;قمح صلب;Overwritten;durum wheat;;;Sown Area;Original;hectares;no;no;129
Tunisia;3;قمح لين;Overwritten;common wheat;;;Sown Area;Original;hectares;no;no;129
Tunisia;3;شعير;Overwritten;barley;;;Sown Area;Original;hectares;no;no;129
Tunisia;3;تريتيكال;Overwritten;triticale;;;Sown Area;Original;hectares;no;no;129
Tunisia;3;المجموع;Drop;;;;Sown Area;Original;hectares;no;no;129
Tunisia;3;طماطم فصلية;Group and Sum;tomato;;;Sown Area;Original;hectares;yes;yes;130
Tunisia;3;طماطم الفصلية متأخرة;Group and Sum;tomato;;;Sown Area;Original;hectares;yes;yes;130
Tunisia;3;فلفل;Group and Sum;pepper;;;Sown Area;Original;hectares;yes;yes;130
Tunisia;3;دلاع;Keep and rename;melon;;;Sown Area;Original;hectares;yes;yes;130
Tunisia;3;بطيخ;Keep and rename;watermelon;;;Sown Area;Original;hectares;yes;yes;130
Tunisia;3;فقوس;Keep and rename;snake cucumber;;;Sown Area;Original;hectares;yes;yes;130
Tunisia;3;قرع;Keep and rename;pumpkin and gourd;;;Sown Area;Original;hectares;yes;yes;130
Tunisia;3;البصل الصيفي;Group and Sum;onion;;;Sown Area;Original;hectares;yes;yes;130
Tunisia;3;كاكوية;Keep and rename;cocoa;;;Sown Area;Original;hectares;yes;yes;130
Tunisia;3;باذجان;Keep and rename;eggplant;;;Sown Area;Original;hectares;yes;yes;130
Tunisia;3;معدنوس;Group and Sum;parsley;;;Sown Area;Original;hectares;yes;yes;130
Tunisia;3;سلق;Group and Sum;chard;;;Sown Area;Original;hectares;yes;yes;130
Tunisia;3;كلافز;Group and Sum;celery;;;Sown Area;Original;hectares;yes;yes;130
Tunisia;3;سبناخ;Group and Sum;spinach;;;Sown Area;Original;hectares;yes;yes;130
Tunisia;3;خص;Keep and rename;lettuce;;;Sown Area;Original;hectares;yes;yes;130
Tunisia;3;سفنارية;Group and Sum;carrot;;;Sown Area;Original;hectares;yes;yes;130
Tunisia;3;قناوية;Keep and rename;okra;;;Sown Area;Original;hectares;yes;yes;130
Tunisia;3;(نعناع+طرنجية..);Group and Sum;mint;;;Sown Area;Original;hectares;yes;yes;130
Tunisia;3;بطاطا;Overwritten;potato;;;Sown Area;Original;hectares;yes;yes;131
Tunisia;3;البطاطا الأخر فصلية;Overwritten;potato;;;Sown Area;Original;hectares;yes;yes;131
Tunisia;3;البصل الشتوي;Group and Sum;onion;;;Sown Area;Original;hectares;yes;yes;131
Tunisia;3;البصل الربعي;Group and Sum;onion;;;Sown Area;Original;hectares;yes;yes;131
Tunisia;3;الثوم;Keep and rename;garlic;;;Sown Area;Original;hectares;yes;yes;131
Tunisia;3;السفنارية;Group and Sum;carrot;;;Sown Area;Original;hectares;yes;yes;131
Tunisia;3;اللفت;Keep and rename;turnip;;;Sown Area;Original;hectares;yes;yes;131
Tunisia;3;البسباس;Group and Sum;pepper;;;Sown Area;Original;hectares;yes;yes;131
Tunisia;3;البروكلووالكرمب;Keep and rename;broccoli and cabbage;;;Sown Area;Original;hectares;yes;yes;131
Tunisia;3;القنارية;Keep and rename;artichoke;;;Sown Area;Original;hectares;yes;yes;131
Tunisia;3;الجلبانة;Keep and rename;green peas;;;Sown Area;Original;hectares;yes;yes;131
Tunisia;3;الفول;Keep and rename;green beans;;;Sown Area;Original;hectares;yes;yes;131
Tunisia;3;الخص و السلاطة;Drop;;;;Sown Area;Original;hectares;yes;yes;131
Tunisia;3;المعدنوس;Group and Sum;parsley;;;Sown Area;Original;hectares;yes;yes;131
Tunisia;3;الكلافس;Group and Sum;celery;;;Sown Area;Original;hectares;yes;yes;131
Tunisia;3;السلق;Group and Sum;chard;;;Sown Area;Original;hectares;yes;yes;131
Tunisia;3;السبناخ;Group and Sum;spinach;;;Sown Area;Original;hectares;yes;yes;131
Tunisia;3;فجل;Keep and rename;radish;;;Sown Area;Original;hectares;yes;yes;131
Tunisia;3;انواع اخرى (نعناع+ترنجية...);Group and Sum;mint;;;Sown Area;Original;hectares;yes;yes;131
Tunisia;3;الاشجار المثمرة بالطن;Drop;;;;Sown Area;Original;hectares;no;no;132
Tunisia;3;منها زيتون الطاولة بالطن;Overwritten;olive groves for table olives;;;Sown Area;Original;hectares;no;no;132
Tunisia;3;منها زيتون الزيت بالطن;Overwritten;olive groves for oil;;;Sown Area;Original;hectares;no;no;132
Tunisia;3;منها القــــوارص بالطن;Overwritten;citrus fruits total;;;Sown Area;Original;hectares;no;no;132
Tunisia;3;قمح صلب;Overwritten;durum wheat;;;Sown Area;Original;hectares;no;no;133
Tunisia;3;قمح لين;Overwritten;common wheat;;;Sown Area;Original;hectares;no;no;133
Tunisia;3;شعير;Overwritten;barley;;;Sown Area;Original;hectares;no;no;133
Tunisia;3;تريتيكال;Overwritten;triticale;;;Sown Area;Original;hectares;no;no;133
Tunisia;3;المجموع;Drop;;;;Sown Area;Original;hectares;no;no;134
Tunisia;3;olivier_bio;Drop;;;;Sown Area;Original;hectares;no;no;134
Tunisia;3;palmier_bio;Overwritten;;;;Sown Area;Original;hectares;no;no;134
Tunisia;3;sup_totale;Drop;;;;Sown Area;Original;hectares;no;no;134
Tunisia;3;grandes cultures;Drop;;;;Sown Area;Original;hectares;no;no;134
Tunisia;3;arboriculture;Drop;;;;Sown Area;Original;hectares;no;no;134
Tunisia;3;arbo_divers_bio;Drop;;;;Sown Area;Original;hectares;no;no;134
Tunisia;3;parcour_bio;Drop;;;;Sown Area;Original;hectares;no;no;134
Tunisia;3;parcours_amelioré;Drop;;;;Sown Area;Original;hectares;no;no;134
Tunisia;3;parcours_forestier;Drop;;;;Sown Area;Original;hectares;no;no;134
Tunisia;3;parcours_privé;Drop;;;;Sown Area;Original;hectares;no;no;134
Tunisia;3;بطاطا أخر فصلية;Drop;;;;Sown Area;Original;hectares;yes;yes;135
Tunisia;3;بطاطا فصلية;Drop;;;;Sown Area;Original;hectares;yes;yes;135
Tunisia;3;المجموع;Overwritten;potato;;;Sown Area;Original;hectares;yes;yes;135
Tunisia;3;زراعة الطماطم أخر فصلية;Drop;;;;Sown Area;Original;hectares;yes;yes;135
Tunisia;3;زراعة الطماطم محمية;Drop;;;;Sown Area;Original;hectares;yes;yes;135
Tunisia;3;زراعة الطماطم صيفية;Drop;;;;Sown Area;Original;hectares;yes;yes;135
Tunisia;3;المجموع;Keep and rename;tomato;;;Sown Area;Original;hectares;yes;yes;135
Tunisia;3; الفلفل;Keep and rename;pepper;;;Sown Area;Original;hectares;yes;yes;135
Tunisia;3; الدلاع و البطيخ;Keep and rename;melon and watermelon;;;Sown Area;Original;hectares;yes;yes;135
Tunisia;3; البصل;Keep and rename;onion;;;Sown Area;Original;hectares;yes;yes;135
Tunisia;3;جلبانة خضراء;Keep and rename;green peas;;;Sown Area;Original;hectares;yes;yes;135
Tunisia;3;فول أخضر;Keep and rename;green beans;;;Sown Area;Original;hectares;yes;yes;135
Tunisia;3;ثوم;Keep and rename;garlic;;;Sown Area;Original;hectares;yes;yes;135
Tunisia;3;جزر;Keep and rename;carrot;;;Sown Area;Original;hectares;yes;yes;135
Tunisia;3;لفت;Keep and rename;turnip;;;Sown Area;Original;hectares;yes;yes;135
Tunisia;3;فقوس;Keep and rename;snake cucumber;;;Sown Area;Original;hectares;yes;yes;135
Tunisia;3;قرع;Keep and rename;pumpkin and gourd;;;Sown Area;Original;hectares;yes;yes;135
Tunisia;3;الخص;Keep and rename;lettuce;;;Sown Area;Original;hectares;yes;yes;135
Tunisia;3;أنواع أخرى;Drop;;;;Sown Area;Original;hectares;yes;yes;135
Tunisia;3;grenadiers arbres_produisant_hectar;Overwritten;pomegranate;;;Sown Area;Original;hectares;yes;yes;136
Tunisia;3;المساحة بصل;Group and Sum;onion;;;Sown Area;Original;hectares;yes;yes;137
Tunisia;3;المساحة فول;Keep and rename;green beans;;;Sown Area;Original;hectares;yes;yes;137
Tunisia;3;المساحة جلبانة;Keep and rename;green peas;;;Sown Area;Original;hectares;yes;yes;137
Tunisia;3;المساحة جزر;Keep and rename;carrot;;;Sown Area;Original;hectares;yes;yes;137
Tunisia;3;المساحة لفت;Keep and rename;turnip;;;Sown Area;Original;hectares;yes;yes;137
Tunisia;3;المساحة خضر ورقية;Drop;;;;Sown Area;Original;hectares;yes;yes;137
Tunisia;3;المساحة قنارية;Keep and rename;artichoke;;;Sown Area;Original;hectares;yes;yes;137
Tunisia;3;المساحة مختلفات;Drop;;;;Sown Area;Original;hectares;yes;yes;137
Tunisia;3;مجموع المساحة;Drop;;;;Sown Area;Original;hectares;yes;yes;137
Tunisia;3;المساحة بطاطا;Overwritten;potato;;;Sown Area;Original;hectares;yes;yes;138
Tunisia;3;المساحة طماطم;Group and Sum;tomato;;;Sown Area;Original;hectares;yes;yes;138
Tunisia;3;المساحة فلفل;Group and Sum;pepper;;;Sown Area;Original;hectares;yes;yes;138
Tunisia;3;المساحة بصل;Group and Sum;onion;;;Sown Area;Original;hectares;yes;yes;138
Tunisia;3;المساحة بطيخ;Group and Sum;melon and watermelon;;;Sown Area;Original;hectares;yes;yes;138
Tunisia;3;المساحة دلاع;Group and Sum;melon and watermelon;;;Sown Area;Original;hectares;yes;yes;138
Tunisia;3;المساحة فقوس;Group and Sum;snake cucumber;;;Sown Area;Original;hectares;yes;yes;138
Tunisia;3;المساحة قرع;Group and Sum;gourd and pumpkin;;;Sown Area;Original;hectares;yes;yes;138
Tunisia;3;المساحة خضرورقية ;Drop;;;;Sown Area;Original;hectares;yes;yes;138
Tunisia;3;المساحة قناوية;Keep and rename;okra;;;Sown Area;Original;hectares;yes;yes;138
Tunisia;3;مجموع المساحة;Drop;;;;Sown Area;Original;hectares;yes;yes;138
Tunisia;3;المساحة طماطم;Group and Sum;tomato;;;Sown Area;Original;hectares;yes;yes;139
Tunisia;3;المساحة فلفل;Group and Sum;pepper;;;Sown Area;Original;hectares;yes;yes;139
Tunisia;3;المساحة دلاع;Group and Sum;melon and watermelon;;;Sown Area;Original;hectares;yes;yes;139
Tunisia;3;المساحة بطيخ;Group and Sum;melon and watermelon;;;Sown Area;Original;hectares;yes;yes;139
Tunisia;3;المساحة فقوس;Group and Sum;snake cucumber;;;Sown Area;Original;hectares;yes;yes;139
Tunisia;3;المساحة قرع;Group and Sum;gourd and pumpkin;;;Sown Area;Original;hectares;yes;yes;139
Tunisia;3;المساحة حبق;Group and Sum;basil;;;Sown Area;Original;hectares;yes;yes;139
Tunisia;3;المساحة بطاطا;Overwritten;potato;;;Sown Area;Original;hectares;yes;yes;140
Tunisia;3;المساحة طماطم;Group and Sum;tomato;;;Sown Area;Original;hectares;yes;yes;140
Tunisia;3;المساحة فلفل;Group and Sum;pepper;;;Sown Area;Original;hectares;yes;yes;140
Tunisia;3;المساحة فقوس;Group and Sum;snake cucumber;;;Sown Area;Original;hectares;yes;yes;140
Tunisia;3;المساحة قرع;Group and Sum;pumpkin and gourd;;;Sown Area;Original;hectares;yes;yes;140
Tunisia;3;مجموع المساحة;Drop;;;;Sown Area;Original;hectares;yes;yes;140
Tunisia;3;Amande_superficie_ha;Keep and rename;almond;;;Sown Area;Original;hectares;yes;yes;141
Tunisia;3;vigne_superficie_ha;Keep and rename;vineyards;;;Sown Area;Original;hectares;yes;yes;141
Tunisia;3;poire_superficie_ha;Overwritten;pear;;;Sown Area;Original;hectares;yes;yes;141
Tunisia;3;grenade_superficie_ha;Overwritten;pomegranate;;;Sown Area;Original;hectares;yes;yes;141
Tunisia;3;figuier_vert_superficie_ha;Drop;;;;Sown Area;Original;hectares;yes;yes;141
Tunisia;3;figuier_superficie_ha;Keep and rename;fig;;;Sown Area;Original;hectares;yes;yes;141
Tunisia;3;pomme_superficie_ha;Overwritten;apple;;;Sown Area;Original;hectares;yes;yes;141
Tunisia;3;olive_de_table_superficie_ha;Overwritten;olive groves for table olives;;;Sown Area;Original;hectares;yes;yes;141
Tunisia;3;olive_d'huile_d'olive_superficie_ha;Overwritten;olive groves for olive oil;;;Sown Area;Original;hectares;yes;yes;141
Tunisia;3;cerise_superficie_ha;Keep and rename;cherries;;;Sown Area;Original;hectares;yes;yes;141
Tunisia;3;abricot_superficie_ha;Keep and rename;apricot;;;Sown Area;Original;hectares;yes;yes;141
Tunisia;3;prune_superficie_ha;Keep and rename;plum;;;Sown Area;Original;hectares;yes;yes;141
Tunisia;3;peche_superficie_ha;Keep and rename;peach;;;Sown Area;Original;hectares;yes;yes;141
Tunisia;3;pistache_superficie_ha;Keep and rename;pistachio;;;Sown Area;Original;hectares;yes;yes;141
Tunisia;3;superficie_oignon_ha;Group and Sum;onion;;;Sown Area;Original;hectares;yes;yes;142
Tunisia;3;superficie_concombre_tonne;Keep and rename;cucumber;;;Sown Area;Original;hectares;yes;yes;142
Tunisia;3;superficie_courgette_ha;Keep and rename;courgette;;;Sown Area;Original;hectares;yes;yes;142
Tunisia;3;superficie_pasteque_ha;Keep and rename;watermelon;;;Sown Area;Original;hectares;yes;yes;142
Tunisia;3;superficie_melon_ha;Keep and rename;melon;;;Sown Area;Original;hectares;yes;yes;142
Tunisia;3;superficie_piment_ha;Keep and rename;pepper;;;Sown Area;Original;hectares;yes;yes;142
Tunisia;3;superficie_tomate_ha;Group and Sum;tomato;;;Sown Area;Original;hectares;yes;yes;142
Tunisia;3;superficie_tomate_saison_ha;Group and Sum;tomato;;;Sown Area;Original;hectares;yes;yes;142
Tunisia;3;superficie_pomme_de_terre_saison_ha;Overwritten;potato;;;Sown Area;Original;hectares;yes;yes;142
Tunisia;3;superficie_divers_ha;Drop;;;;Sown Area;Original;hectares;yes;yes;142
Tunisia;3;superficie_divers_ha;Drop;;;;Sown Area;Original;hectares;yes;yes;143
Tunisia;3;superficie_ail_tonne;Keep and rename;garlic;;;Sown Area;Original;hectares;yes;yes;143
Tunisia;3;superficie_oignon_ha;Group and Sum;onion;;;Sown Area;Original;hectares;yes;yes;143
Tunisia;3;superficie_petit_pois_ha;Keep and rename;green peas;;;Sown Area;Original;hectares;yes;yes;143
Tunisia;3;superficie_haricot_tonne;Keep and rename;green beans;;;Sown Area;Original;hectares;yes;yes;143
Tunisia;3;superficie_bettrave_ha;Keep and rename;beet root;;;Sown Area;Original;hectares;yes;yes;143
Tunisia;3;superficie_carotte_ha;Keep and rename;carrot;;;Sown Area;Original;hectares;yes;yes;143
Tunisia;3;superficie_pomme_de_terre_arriere_saison;Overwritten;potato;;;Sown Area;Original;hectares;yes;yes;143
Tunisia;3;superficie_globale_ha;Drop;;;;Sown Area;Original;hectares;yes;yes;143
Tunisia;3;olivier_ha;Overwritten;olive groves;;;Sown Area;Original;hectares;no;no;144
Tunisia;3;palmier_ha;Overwritten;date palm;;;Sown Area;Original;hectares;no;no;144
Tunisia;3;grenadier_ha;Overwritten;pomegranate;;;Sown Area;Original;hectares;no;no;144
Tunisia;3;vigne_ha;Keep and rename;vineyards;;;Sown Area;Original;hectares;no;no;144
Tunisia;3;figuier_ha;Keep and rename;fig;;;Sown Area;Original;hectares;no;no;144
Tunisia;3;amandier_ha;Keep and rename;almond;;;Sown Area;Original;hectares;no;no;144
Tunisia;3;autres_ha;Drop;;;;Sown Area;Original;hectares;no;no;144
Tunisia;3;ble_ha;Keep and rename;wheat;;;Sown Area;Original;hectares;yes;yes;145
Tunisia;3;fourrage_ha;Drop;;;;Sown Area;Original;hectares;yes;yes;145
Tunisia;3;maraichere_ha;Drop;;;;Sown Area;Original;hectares;yes;yes;145
Tunisia;3;legumineuses_ha;Drop;;;;Sown Area;Original;hectares;yes;yes;145
Tunisia;3;لــــوز;Keep and rename;almond;;;Sown Area;Original;hectares;yes;yes;146
Tunisia;3;مشــمش;Keep and rename;apricot;;;Sown Area;Original;hectares;yes;yes;146
Tunisia;3;عوينـــة;Keep and rename;plum;;;Sown Area;Original;hectares;yes;yes;146
Tunisia;3;فستـــــق;Keep and rename;pistachio;;;Sown Area;Original;hectares;yes;yes;146
Tunisia;3;حـــب ملوك;Keep and rename;cherries;;;Sown Area;Original;hectares;yes;yes;146
Tunisia;3;خـــــوخ;Keep and rename;peach;;;Sown Area;Original;hectares;yes;yes;146
Tunisia;3;جــــــوز;Keep and rename;walnut;;;Sown Area;Original;hectares;yes;yes;146
Tunisia;3;تفاح;Overwritten;apple;;;Sown Area;Original;hectares;yes;yes;146
Tunisia;3;اجاص;Overwritten;pear;;;Sown Area;Original;hectares;yes;yes;146
Tunisia;3;رمان;Overwritten;pomegranate;;;Sown Area;Original;hectares;yes;yes;146
Tunisia;3;تين;Group and Sum;fig;;;Sown Area;Original;hectares;yes;yes;146
Tunisia;3;بيثر;Group and Sum;fig;;;Sown Area;Original;hectares;yes;yes;146
Tunisia;3;قمح صلب;Overwritten;durum wheat;;;Sown Area;Original;hectares;yes;yes;147
Tunisia;3;قمح لين;Overwritten;common wheat;;;Sown Area;Original;hectares;yes;yes;147
Tunisia;3;شعير;Overwritten;barley;;;Sown Area;Original;hectares;yes;yes;147
Tunisia;3;تريتيكال;Overwritten;triticale;;;Sown Area;Original;hectares;yes;yes;147
Tunisia;3;المجموع;Drop;;;;Sown Area;Original;hectares;yes;yes;147
Tunisia;3;البطاطا;Keep and rename;potato;;;Sown Area;Original;hectares;yes;yes;148
Tunisia;3;الطماطم الفصلية;Group and Sum;tomato;;;Sown Area;Original;hectares;yes;yes;148
Tunisia;3;الطماطم الفصلية المتأخرة;Group and Sum;tomato;;;Sown Area;Original;hectares;yes;yes;148
Tunisia;3;الفلفل;Group and Sum;pepper;;;Sown Area;Original;hectares;yes;yes;148
Tunisia;3;الدلاع;Keep and rename;melon;;;Sown Area;Original;hectares;yes;yes;148
Tunisia;3;البطيخ;Keep and rename;watermelon;;;Sown Area;Original;hectares;yes;yes;148
Tunisia;3;الفقوس;Keep and rename;snake cucumber;;;Sown Area;Original;hectares;yes;yes;148
Tunisia;3;القرع;Keep and rename;pumpkin and gourd;;;Sown Area;Original;hectares;yes;yes;148
Tunisia;3;البصل الصيفي;Group and Sum;onion;;;Sown Area;Original;hectares;yes;yes;148
Tunisia;3;المعدنوس;Keep and rename;parsley;;;Sown Area;Original;hectares;yes;yes;148
Tunisia;3;سلق;Keep and rename;chard;;;Sown Area;Original;hectares;yes;yes;148
Tunisia;3;الكلافس;Keep and rename;celery;;;Sown Area;Original;hectares;yes;yes;148
Tunisia;3;السبناخ;Keep and rename;spinach;;;Sown Area;Original;hectares;yes;yes;148
Tunisia;3;السلاطة;Group and Sum;lettuce;;;Sown Area;Original;hectares;yes;yes;148
Tunisia;3;السفنارية;Group and Sum;carrot;;;Sown Area;Original;hectares;yes;yes;148
Tunisia;3;أنواع اخرى;Drop;;;;Sown Area;Original;hectares;yes;yes;148
Tunisia;3;البصل;Group and Sum;onion;;;Sown Area;Original;hectares;yes;yes;149
Tunisia;3;الثوم;Keep and rename;garlic;;;Sown Area;Original;hectares;yes;yes;149
Tunisia;3;السفنارية;Group and Sum;carrot;;;Sown Area;Original;hectares;yes;yes;149
Tunisia;3;اللفت;Keep and rename;turnip;;;Sown Area;Original;hectares;yes;yes;149
Tunisia;3;البسباس;Group and Sum;pepper;;;Sown Area;Original;hectares;yes;yes;149
Tunisia;3;البروكلو والكرنب;Keep and rename;broccoli and cabbage;;;Sown Area;Original;hectares;yes;yes;149
Tunisia;3;القنارية;Keep and rename;artichoke;;;Sown Area;Original;hectares;yes;yes;149
Tunisia;3;الجلبانة;Keep and rename;green peas;;;Sown Area;Original;hectares;yes;yes;149
Tunisia;3;الفول;Keep and rename;green beans;;;Sown Area;Original;hectares;yes;yes;149
Tunisia;3;الخص والسلاطة;Group and Sum;lettuce;;;Sown Area;Original;hectares;yes;yes;149
Tunisia;3;المعدنوس;Group and Sum;parsley;;;Sown Area;Original;hectares;yes;yes;149
Tunisia;3;الكلافس;Group and Sum;celery;;;Sown Area;Original;hectares;yes;yes;149
Tunisia;3;السلق;Group and Sum;chard;;;Sown Area;Original;hectares;yes;yes;149
Tunisia;3;السبناخ;Group and Sum;spinach;;;Sown Area;Original;hectares;yes;yes;149
Tunisia;3;أنواع أخرى;Drop;;;;Sown Area;Original;hectares;yes;yes;149
Tunisia;3;فول;Keep and rename;kidney beans;;;Sown Area;Original;hectares;yes;yes;150
Tunisia;3;فول مصري;Keep and rename;dry faba beans;;;Sown Area;Original;hectares;yes;yes;150
Tunisia;3;عدس;Keep and rename;lentils;;;Sown Area;Original;hectares;yes;yes;150
Tunisia;3;جلبانة;Keep and rename;dry peas;;;Sown Area;Original;hectares;yes;yes;150
Tunisia;3;حمص شتوي;Keep and rename;chickpeas;;;Sown Area;Original;hectares;yes;yes;150
Tunisia;3;تابل;Keep and rename;tabel;;;Sown Area;Original;hectares;yes;yes;150
Tunisia;3;المجموع;Drop;;;;Sown Area;Original;hectares;yes;yes;150
Tunisia;3;المساحات المبذورة من القمح الصلب;Overwritten;durum wheat;;;Sown Area;Original;hectares;yes;yes;151
Tunisia;3;المساحات  المحصودة من القمح الصلب;Drop;;;;Harvested Area;Original;hectares;yes;yes;151
Tunisia;3;المساحات المبذورة من القمح اللين;Overwritten;common wheat;;;Sown Area;Original;hectares;yes;yes;151
Tunisia;3;المساحات  المحصودة من القمح اللين;Drop;;;;Harvested Area;Original;hectares;yes;yes;151
Tunisia;3;المساحات المبذورة من الشعير;Overwritten;barley;;;Sown Area;Original;hectares;yes;yes;151
Tunisia;3;المساحات  المحصودة من الشعير;Drop;;;;Harvested Area;Original;hectares;yes;yes;151
Tunisia;3;superficie_totale_gouverorat_ha ;Drop;;;;Sown Area;Original;hectares;yes;yes;152
Tunisia;3;superficie_agricole_utile_ha;Drop;;;;Sown Area;Original;hectares;yes;yes;152
Tunisia;3;superfisie_agricole_labourable_ha;Drop;;;;Sown Area;Original;hectares;yes;yes;152
Tunisia;3;superficie_parcours_forets_ha;Drop;;;;Sown Area;Original;hectares;yes;yes;152
Tunisia;3;superficie_olivier_ha;Overwritten;olive groves;;;Sown Area;Original;hectares;yes;yes;152
Tunisia;3;superficie_olivier_biologique_ha;Drop;;;;Sown Area;Original;hectares;yes;yes;152
Tunisia;3;superficie_arboriculture_ha;Drop;;;;Sown Area;Original;hectares;yes;yes;152
Tunisia;3;superficie_irriguee_ha;Drop;;;;Sown Area;Original;hectares;yes;yes;152
Tunisia;3;superficie_irriguee_public_ha;Drop;;;;Sown Area;Original;hectares;yes;yes;152
Tunisia;3;superficie_irriguee_privee_ha;Drop;;;;Sown Area;Original;hectares;yes;yes;152
Tunisia;3;superficie_cultivee_en_hectare;Overwritten;olive groves;;;Sown Area;Original;hectares;yes;yes;153
Tunisia;3;superficie_des_cultures_industrielles_en_ha;Drop;;;;Sown Area;Original;hectares;yes;yes;154
Tunisia;3;superficie_arboriculture_en_ha;Drop;;;;Sown Area;Original;hectares;yes;yes;154
Tunisia;3;superficie_olive_huile;Overwritten;olive groves;;;Sown Area;Original;hectares;yes;yes;154
Tunisia;3;الأشجار المثمرة ;Drop;fruits total;;;Sown Area;Original;hectares;yes;yes;155
Tunisia;3;pomme_de terre ;Overwritten;potato;;;Sown Area;Original;hectares;yes;yes;156
Tunisia;3;tomates;Keep and rename;tomato;;;Sown Area;Original;hectares;yes;yes;156
Tunisia;3;concombre;Keep and rename;cucumber;;;Sown Area;Original;hectares;yes;yes;156
Tunisia;3;piments;Keep and rename;pepper;;;Sown Area;Original;hectares;yes;yes;156
Tunisia;3;courge;Keep and rename;courgette;;;Sown Area;Original;hectares;yes;yes;156
Tunisia;3;divers;Drop;;;;Sown Area;Original;hectares;yes;yes;156
Tunisia;3;arriere_saison;Drop;;;;Sown Area;Original;hectares;yes;yes;156
Tunisia;3;بصل;Keep and rename;onion;;;Sown Area;Original;hectares;yes;yes;157
Tunisia;3;بطاطا;Overwritten;potato;;;Sown Area;Original;hectares;yes;yes;157
Tunisia;3;بطيخ;Keep and rename;watermelon;;;Sown Area;Original;hectares;yes;yes;157
Tunisia;3;دلاع;Keep and rename;melon;;;Sown Area;Original;hectares;yes;yes;157
Tunisia;3;طماطم;Group and Sum;tomato;;;Sown Area;Original;hectares;yes;yes;157
Tunisia;3;فقوس;Keep and rename;snake cucumber;;;Sown Area;Original;hectares;yes;yes;157
Tunisia;3;فلفل;Group and Sum;pepper;;;Sown Area;Original;hectares;yes;yes;157
Tunisia;3;قرع;Keep and rename;pumpkin and gourd;;;Sown Area;Original;hectares;yes;yes;157
Tunisia;3;مختلفة;Drop;;;;Sown Area;Original;hectares;yes;yes;157
Tunisia;3;البصل;Drop;;;;Sown Area;Original;hectares;yes;yes;157
Tunisia;3;المجموع;Drop;;;;Sown Area;Original;hectares;yes;yes;157
Tunisia;3;بطاطا;Group and Sum;potato;;;Sown Area;Original;hectares;yes;yes;158
Tunisia;3;بطيخ;Group and Sum;melon;;;Sown Area;Original;hectares;yes;yes;158
Tunisia;3;طماطم;Group and Sum;tomato;;;Sown Area;Original;hectares;yes;yes;158
Tunisia;3;فقوس;Group and Sum;snake cucumber;;;Sown Area;Original;hectares;yes;yes;158
Tunisia;3;فلفل;Group and Sum;pepper;;;Sown Area;Original;hectares;yes;yes;158
Tunisia;3;قرع;Group and Sum;pumpkin and gourd;;;Sown Area;Original;hectares;yes;yes;158
Tunisia;3;مختلفة;Drop;;;;Sown Area;Original;hectares;yes;yes;158
Tunisia;3;بدرية;Drop;;;;Sown Area;Original;hectares;yes;yes;158
Tunisia;3;لوز2020;Keep and rename;almond;;;Sown Area;Original;hectares;yes;yes;159
Tunisia;3;زيتون2020;Overwritten;olive groves;;;Sown Area;Original;hectares;yes;yes;159
Tunisia;3;مختلفات2020;Drop;;;;Sown Area;Original;hectares;yes;yes;159
Tunisia;3;بصل;Group and Sum;onion;;;Sown Area;Original;hectares;yes;yes;160
Tunisia;3;بطاطا;Overwritten;potato;;;Sown Area;Original;hectares;yes;yes;160
Tunisia;3;طماطم;Group and Sum;tomato;;;Sown Area;Original;hectares;yes;yes;160
Tunisia;3;فلفل;Group and Sum;pepper;;;Sown Area;Original;hectares;yes;yes;160
Tunisia;3;دلاع;Group and Sum;melon;;;Sown Area;Original;hectares;yes;yes;160
Tunisia;3;بطيخ;Group and Sum;watermelon;;;Sown Area;Original;hectares;yes;yes;160
Tunisia;3;فقوس;Group and Sum;snake cucumber;;;Sown Area;Original;hectares;yes;yes;160
Tunisia;3;قرع ;Group and Sum;pumpkin and gourd;;;Sown Area;Original;hectares;yes;yes;160
Tunisia;3;سلق;Group and Sum;chard;;;Sown Area;Original;hectares;yes;yes;160
Tunisia;3;معدنوس;Group and Sum;parsley;;;Sown Area;Original;hectares;yes;yes;160
Tunisia;3;جزر;Group and Sum;carrot;;;Sown Area;Original;hectares;yes;yes;160
Tunisia;3;قرع أحمر;Group and Sum;pumpkin and gourd;;;Sown Area;Original;hectares;yes;yes;160
Tunisia;3;بصل ربعي;Group and Sum;onion;;;Sown Area;Original;hectares;yes;yes;160
Tunisia;3;خص;Keep and rename;lettuce;;;Sown Area;Original;hectares;yes;yes;160
Tunisia;3;سبناخ;Keep and rename;spinach;;;Sown Area;Original;hectares;yes;yes;160
